dataset,group,group_color,modality,dotpath,unit,value
gamepad,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
gamepad,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
gamepad,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
gamepad,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
harrypotter,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,7.0
harrypotter,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
harrypotter,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
harrypotter,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
harrypotter,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
harrypotter,Tasks,#538135,Images,tasks.images.total_unique,#img,
harrypotter,Tasks,#538135,Video,tasks.video.total_unique,h,
harrypotter,Tasks,#538135,Audio,tasks.audio.total_unique,h,
harrypotter,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
harrypotter,Tasks,#538135,Text,tasks.text_reading.total_unique,h,1.4
harrypotter,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
harrypotter,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
harrypotter,Tasks,#538135,Games,tasks.game.total_h,h,
harrypotter,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
harrypotter,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,7.0
harrypotter,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,7.0
harrypotter,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,7.0
harrypotter,Physiology,#7030A0,EDA,physiology.eda.total_h,h,7.0
harrypotter,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
hcptrt,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,44.0
hcptrt,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
hcptrt,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
hcptrt,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
hcptrt,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
hcptrt,Tasks,#538135,Images,tasks.images.total_unique,#img,
hcptrt,Tasks,#538135,Video,tasks.video.total_unique,h,
hcptrt,Tasks,#538135,Audio,tasks.audio.total_unique,h,
hcptrt,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
hcptrt,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
hcptrt,Tasks,#538135,Rest,tasks.resting_state.total_h,h,7.5
hcptrt,Tasks,#538135,Controlled,tasks.controlled.total_h,h,47.1
hcptrt,Tasks,#538135,Games,tasks.game.total_h,h,
hcptrt,Tasks,#538135,Contrasts,tasks.contrasts.total,#,36.0
hcptrt,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
hcptrt,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
hcptrt,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
hcptrt,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
hcptrt,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
hearing,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,
hearing,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
hearing,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
hearing,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
hearing,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
hearing,Tasks,#538135,Images,tasks.images.total_unique,#img,
hearing,Tasks,#538135,Video,tasks.video.total_unique,h,
hearing,Tasks,#538135,Audio,tasks.audio.total_unique,h,
hearing,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
hearing,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
hearing,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
hearing,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
hearing,Tasks,#538135,Games,tasks.game.total_h,h,
hearing,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
hearing,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
hearing,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
hearing,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
hearing,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
hearing,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
langlocalizer,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,4.2
langlocalizer,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
langlocalizer,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
langlocalizer,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
langlocalizer,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
langlocalizer,Tasks,#538135,Images,tasks.images.total_unique,#img,
langlocalizer,Tasks,#538135,Video,tasks.video.total_unique,h,
langlocalizer,Tasks,#538135,Audio,tasks.audio.total_unique,h,
langlocalizer,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
langlocalizer,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
langlocalizer,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
langlocalizer,Tasks,#538135,Controlled,tasks.controlled.total_h,h,4.2
langlocalizer,Tasks,#538135,Games,tasks.game.total_h,h,
langlocalizer,Tasks,#538135,Contrasts,tasks.contrasts.total,#,4.0
langlocalizer,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
langlocalizer,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
langlocalizer,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
langlocalizer,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
langlocalizer,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
mario,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,92.2
mario,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
mario,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
mario,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
mario,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
mario,Tasks,#538135,Images,tasks.images.total_unique,#img,
mario,Tasks,#538135,Video,tasks.video.total_unique,h,92.2
mario,Tasks,#538135,Audio,tasks.audio.total_unique,h,92.2
mario,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
mario,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
mario,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
mario,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
mario,Tasks,#538135,Games,tasks.game.total_h,h,92.2
mario,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
mario,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,92.2
mario,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,92.2
mario,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,92.2
mario,Physiology,#7030A0,EDA,physiology.eda.total_h,h,92.2
mario,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
mario3,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,49.3
mario3,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
mario3,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
mario3,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
mario3,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
mario3,Tasks,#538135,Images,tasks.images.total_unique,#img,
mario3,Tasks,#538135,Video,tasks.video.total_unique,h,49.3
mario3,Tasks,#538135,Audio,tasks.audio.total_unique,h,49.3
mario3,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
mario3,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
mario3,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
mario3,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
mario3,Tasks,#538135,Games,tasks.game.total_h,h,49.3
mario3,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
mario3,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
mario3,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
mario3,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
mario3,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
mario3,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
mario_eeg,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,
mario_eeg,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
mario_eeg,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
mario_eeg,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
mario_eeg,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
mario_eeg,Tasks,#538135,Images,tasks.images.total_unique,#img,
mario_eeg,Tasks,#538135,Video,tasks.video.total_unique,h,
mario_eeg,Tasks,#538135,Audio,tasks.audio.total_unique,h,
mario_eeg,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
mario_eeg,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
mario_eeg,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
mario_eeg,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
mario_eeg,Tasks,#538135,Games,tasks.game.total_h,h,
mario_eeg,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
mario_eeg,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
mario_eeg,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
mario_eeg,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
mario_eeg,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
mario_eeg,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
mariostars,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,34.4
mariostars,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
mariostars,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
mariostars,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
mariostars,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
mariostars,Tasks,#538135,Images,tasks.images.total_unique,#img,
mariostars,Tasks,#538135,Video,tasks.video.total_unique,h,34.4
mariostars,Tasks,#538135,Audio,tasks.audio.total_unique,h,34.4
mariostars,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
mariostars,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
mariostars,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
mariostars,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
mariostars,Tasks,#538135,Games,tasks.game.total_h,h,34.4
mariostars,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
mariostars,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
mariostars,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
mariostars,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
mariostars,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
mariostars,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
movie10,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,61.7
movie10,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
movie10,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
movie10,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
movie10,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
movie10,Tasks,#538135,Images,tasks.images.total_unique,#img,
movie10,Tasks,#538135,Video,tasks.video.total_unique,h,7.3
movie10,Tasks,#538135,Audio,tasks.audio.total_unique,h,7.3
movie10,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,7.3
movie10,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
movie10,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
movie10,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
movie10,Tasks,#538135,Games,tasks.game.total_h,h,
movie10,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
movie10,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,60.0
movie10,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,60.0
movie10,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,60.0
movie10,Physiology,#7030A0,EDA,physiology.eda.total_h,h,60.0
movie10,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
multfs,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,43.8
multfs,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
multfs,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
multfs,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
multfs,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
multfs,Tasks,#538135,Images,tasks.images.total_unique,#img,
multfs,Tasks,#538135,Video,tasks.video.total_unique,h,
multfs,Tasks,#538135,Audio,tasks.audio.total_unique,h,
multfs,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
multfs,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
multfs,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
multfs,Tasks,#538135,Controlled,tasks.controlled.total_h,h,43.8
multfs,Tasks,#538135,Games,tasks.game.total_h,h,
multfs,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
multfs,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
multfs,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
multfs,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
multfs,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
multfs,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
mutemusic,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,16.6
mutemusic,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
mutemusic,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
mutemusic,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
mutemusic,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
mutemusic,Tasks,#538135,Images,tasks.images.total_unique,#img,
mutemusic,Tasks,#538135,Video,tasks.video.total_unique,h,
mutemusic,Tasks,#538135,Audio,tasks.audio.total_unique,h,1.1
mutemusic,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
mutemusic,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
mutemusic,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
mutemusic,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
mutemusic,Tasks,#538135,Games,tasks.game.total_h,h,
mutemusic,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
mutemusic,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
mutemusic,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
mutemusic,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
mutemusic,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
mutemusic,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
narratives,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,48.7
narratives,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
narratives,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
narratives,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
narratives,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
narratives,Tasks,#538135,Images,tasks.images.total_unique,#img,
narratives,Tasks,#538135,Video,tasks.video.total_unique,h,
narratives,Tasks,#538135,Audio,tasks.audio.total_unique,h,9.7
narratives,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,9.7
narratives,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
narratives,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
narratives,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
narratives,Tasks,#538135,Games,tasks.game.total_h,h,
narratives,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
narratives,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
narratives,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
narratives,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
narratives,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
narratives,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
ood,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,6.1
ood,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
ood,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
ood,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
ood,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
ood,Tasks,#538135,Images,tasks.images.total_unique,#img,
ood,Tasks,#538135,Video,tasks.video.total_unique,h,2.0
ood,Tasks,#538135,Audio,tasks.audio.total_unique,h,2.0
ood,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,2.0
ood,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
ood,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
ood,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
ood,Tasks,#538135,Games,tasks.game.total_h,h,
ood,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
ood,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
ood,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
ood,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
ood,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
ood,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
petit-prince,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,15.8
petit-prince,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
petit-prince,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
petit-prince,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
petit-prince,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
petit-prince,Tasks,#538135,Images,tasks.images.total_unique,#img,
petit-prince,Tasks,#538135,Video,tasks.video.total_unique,h,
petit-prince,Tasks,#538135,Audio,tasks.audio.total_unique,h,1.1
petit-prince,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,1.1
petit-prince,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
petit-prince,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
petit-prince,Tasks,#538135,Controlled,tasks.controlled.total_h,h,
petit-prince,Tasks,#538135,Games,tasks.game.total_h,h,
petit-prince,Tasks,#538135,Contrasts,tasks.contrasts.total,#,
petit-prince,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
petit-prince,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
petit-prince,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
petit-prince,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
petit-prince,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
retinotopy,Brain recordings,#4472C4,fMRI,neuroimaging.fmri.total_h,h,5.6
retinotopy,Brain recordings,#4472C4,EEG,neuroimaging.eeg.total_h,h,
retinotopy,Brain recordings,#4472C4,MEG,neuroimaging.meg.total_h,h,
retinotopy,Brain recordings,#4472C4,iEEG,neuroimaging.ieeg.total_h,h,
retinotopy,Brain recordings,#4472C4,Ca²⁺,neuroimaging.calcium_imaging.total_h,h,
retinotopy,Tasks,#538135,Images,tasks.images.total_unique,#img,
retinotopy,Tasks,#538135,Video,tasks.video.total_unique,h,
retinotopy,Tasks,#538135,Audio,tasks.audio.total_unique,h,
retinotopy,Tasks,#538135,Speech,tasks.speech_listening.total_unique,h,
retinotopy,Tasks,#538135,Text,tasks.text_reading.total_unique,h,
retinotopy,Tasks,#538135,Rest,tasks.resting_state.total_h,h,
retinotopy,Tasks,#538135,Controlled,tasks.controlled.total_h,h,5.8
retinotopy,Tasks,#538135,Games,tasks.game.total_h,h,
retinotopy,Tasks,#538135,Contrasts,tasks.contrasts.total,#,12.0
retinotopy,Physiology,#7030A0,ECG,physiology.ecg.total_h,h,
retinotopy,Physiology,#7030A0,Resp.,physiology.respiration.total_h,h,
retinotopy,Physiology,#7030A0,PPG,physiology.plethysmograph.total_h,h,
retinotopy,Physiology,#7030A0,EDA,physiology.eda.total_h,h,
retinotopy,Physiology,#7030A0,Eye,physiology.eye_tracking.total_h,h,
