dataset,group,group_color,modality,dotpath,unit,value
friends,Tasks,#538135,Games,tasks.game.per_subject_h,h,
friends,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
friends,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,65.0
friends,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,65.0
friends,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,65.0
friends,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,65.0
friends,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,22.0
gamepad,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,0.7
gamepad,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
gamepad,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
gamepad,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
gamepad,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
gamepad,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
gamepad,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
gamepad,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,0.67
gamepad,Tasks,#538135,Games,tasks.game.per_subject_h,h,
gamepad,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
gamepad,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
gamepad,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
gamepad,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
gamepad,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
gamepad,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
harrypotter,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,1.4
harrypotter,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
harrypotter,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
harrypotter,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
harrypotter,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
harrypotter,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,1.4
harrypotter,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
harrypotter,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
harrypotter,Tasks,#538135,Games,tasks.game.per_subject_h,h,
harrypotter,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
harrypotter,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,1.4
harrypotter,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,1.4
harrypotter,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,1.4
harrypotter,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,1.4
harrypotter,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
hcptrt,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,7.3
hcptrt,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
hcptrt,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
hcptrt,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
hcptrt,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
hcptrt,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
hcptrt,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,1.25
hcptrt,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,7.85
hcptrt,Tasks,#538135,Games,tasks.game.per_subject_h,h,
hcptrt,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,36.0
hcptrt,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
hcptrt,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
hcptrt,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
hcptrt,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
hcptrt,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
hearing,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,
hearing,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
hearing,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
hearing,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
hearing,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
hearing,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
hearing,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
hearing,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
hearing,Tasks,#538135,Games,tasks.game.per_subject_h,h,
hearing,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
hearing,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
hearing,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
hearing,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
hearing,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
hearing,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
langlocalizer,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,1.1
langlocalizer,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
langlocalizer,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
langlocalizer,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
langlocalizer,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
langlocalizer,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
langlocalizer,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
langlocalizer,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,1.1
langlocalizer,Tasks,#538135,Games,tasks.game.per_subject_h,h,
langlocalizer,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,4.0
langlocalizer,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
langlocalizer,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
langlocalizer,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
langlocalizer,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
langlocalizer,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
mario,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,18.4
mario,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
mario,Tasks,#538135,Video,tasks.video.per_subject_unique,h,18.4
mario,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,18.4
mario,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
mario,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
mario,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
mario,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
mario,Tasks,#538135,Games,tasks.game.per_subject_h,h,18.4
mario,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
mario,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,18.4
mario,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,18.4
mario,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,18.4
mario,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,18.4
mario,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
mario3,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,9.9
mario3,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
mario3,Tasks,#538135,Video,tasks.video.per_subject_unique,h,9.9
mario3,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,9.9
mario3,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
mario3,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
mario3,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
mario3,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
mario3,Tasks,#538135,Games,tasks.game.per_subject_h,h,9.9
mario3,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
mario3,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
mario3,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
mario3,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
mario3,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
mario3,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
mario_eeg,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,
mario_eeg,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
mario_eeg,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
mario_eeg,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
mario_eeg,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
mario_eeg,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
mario_eeg,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
mario_eeg,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
mario_eeg,Tasks,#538135,Games,tasks.game.per_subject_h,h,
mario_eeg,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
mario_eeg,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
mario_eeg,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
mario_eeg,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
mario_eeg,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
mario_eeg,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
mariostars,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,6.9
mariostars,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
mariostars,Tasks,#538135,Video,tasks.video.per_subject_unique,h,6.9
mariostars,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,6.9
mariostars,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
mariostars,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
mariostars,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
mariostars,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
mariostars,Tasks,#538135,Games,tasks.game.per_subject_h,h,6.9
mariostars,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
mariostars,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
mariostars,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
mariostars,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
mariostars,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
mariostars,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
movie10,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,10.3
movie10,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
movie10,Tasks,#538135,Video,tasks.video.per_subject_unique,h,7.3
movie10,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,7.3
movie10,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,7.3
movie10,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
movie10,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
movie10,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
movie10,Tasks,#538135,Games,tasks.game.per_subject_h,h,
movie10,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
movie10,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,10.0
movie10,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,10.0
movie10,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,10.0
movie10,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,10.0
movie10,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
multfs,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,8.8
multfs,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
multfs,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
multfs,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
multfs,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
multfs,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
multfs,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
multfs,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,8.8
multfs,Tasks,#538135,Games,tasks.game.per_subject_h,h,
multfs,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
multfs,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
multfs,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
multfs,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
multfs,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
multfs,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
mutemusic,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,3.3
mutemusic,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
mutemusic,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
mutemusic,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,1.1
mutemusic,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
mutemusic,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
mutemusic,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
mutemusic,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
mutemusic,Tasks,#538135,Games,tasks.game.per_subject_h,h,
mutemusic,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
mutemusic,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
mutemusic,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
mutemusic,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
mutemusic,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
mutemusic,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
narratives,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,9.7
narratives,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
narratives,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
narratives,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,3.2
narratives,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,3.2
narratives,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
narratives,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
narratives,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
narratives,Tasks,#538135,Games,tasks.game.per_subject_h,h,
narratives,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
narratives,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
narratives,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
narratives,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
narratives,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
narratives,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
ood,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,2.0
ood,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
ood,Tasks,#538135,Video,tasks.video.per_subject_unique,h,2.0
ood,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,2.0
ood,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,2.0
ood,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
ood,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
ood,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
ood,Tasks,#538135,Games,tasks.game.per_subject_h,h,
ood,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
ood,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
ood,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
ood,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
ood,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
ood,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
petit-prince,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,3.2
petit-prince,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
petit-prince,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
petit-prince,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,1.1
petit-prince,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,1.1
petit-prince,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
petit-prince,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
petit-prince,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
petit-prince,Tasks,#538135,Games,tasks.game.per_subject_h,h,
petit-prince,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
petit-prince,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
petit-prince,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
petit-prince,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
petit-prince,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
petit-prince,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
retinotopy,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,1.4
retinotopy,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
retinotopy,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
retinotopy,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
retinotopy,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
retinotopy,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
retinotopy,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
retinotopy,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,1.4
retinotopy,Tasks,#538135,Games,tasks.game.per_subject_h,h,
retinotopy,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,12.0
retinotopy,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
retinotopy,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
retinotopy,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
retinotopy,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
retinotopy,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
shinobi,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,10.4
shinobi,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
shinobi,Tasks,#538135,Video,tasks.video.per_subject_unique,h,10.4
shinobi,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,10.4
shinobi,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
shinobi,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
shinobi,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
shinobi,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
shinobi,Tasks,#538135,Games,tasks.game.per_subject_h,h,10.4
shinobi,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
shinobi,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,8.0
shinobi,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,8.0
shinobi,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,8.0
shinobi,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,8.0
shinobi,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
things,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,16.4
things,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,4320.0
things,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
things,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
things,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
things,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,
things,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
things,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,16.4
things,Tasks,#538135,Games,tasks.game.per_subject_h,h,
things,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,1.0
things,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
things,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
things,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
things,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
things,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
triplets,Brain,#4472C4,fMRI,neuroimaging.fmri.per_subject_h,h,7.8
triplets,Tasks,#538135,Images,tasks.images.per_subject_unique,#img,
triplets,Tasks,#538135,Video,tasks.video.per_subject_unique,h,
triplets,Tasks,#538135,Audio,tasks.audio.per_subject_unique,h,
triplets,Tasks,#538135,Speech,tasks.speech_listening.per_subject_unique,h,
triplets,Tasks,#538135,Text,tasks.text_reading.per_subject_unique,h,2.6
triplets,Tasks,#538135,Rest,tasks.resting_state.per_subject_h,h,
triplets,Tasks,#538135,Controlled,tasks.controlled.per_subject_h,h,
triplets,Tasks,#538135,Games,tasks.game.per_subject_h,h,
triplets,Tasks,#538135,Contrasts,tasks.contrasts.per_subject,#,
triplets,Physiology,#7030A0,ECG,physiology.ecg.per_subject_h,h,
triplets,Physiology,#7030A0,Resp.,physiology.respiration.per_subject_h,h,
triplets,Physiology,#7030A0,PPG,physiology.plethysmograph.per_subject_h,h,
triplets,Physiology,#7030A0,EDA,physiology.eda.per_subject_h,h,
triplets,Physiology,#7030A0,Eye,physiology.eye_tracking.per_subject_h,h,
